goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,Category,Category (parent only)
1500,1550,23,2588400,2588401,TRUE,FALSE,1550.0,77,1,27,3,1518902509,1521512308,1518923908,1,1,1521512309,Gimble Recording Fundraiser,US,Gimble is releasing new recordings and we need your help to make it possible!,"{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}","music/pop""",music
5000,5591,87,3058126,3058128,TRUE,FALSE,5591.0,125,4,16,4,1440033359,1518667200,1515609074,1,1,1518667202,A Bean Named Red,US,"Red beans & rice were meant to be, but how did they find each other? This New Orleans based children's book spills the beans!","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
10000,221091.5,1226,2588400,2588402,TRUE,FALSE,28173.3162,126,6,43,9,1549965953,1552700123,1550111723,0.1290281,0.12742831,1552700125,"Onix Cable by TEGIC, 1 cable with 4 forms !",HK,"A cable that can work with all trending mobile devices. Base on type c to type c, there is a USB A and lightning on each side.","{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}","technology/gadgets""",technology
2500,2567,36,2541597,2541611,TRUE,TRUE,4022.83000028,127,5,25,8,1430847911,1434139200,1431597603,1.29135567,1.56713284,1434139214,UNION Magazine - Issue #1,GB,"Union is a brand new magazine which will showcase exciting reportage and journalism from Britain, the USA and around the world.","{""id"":49,""name"":""Periodicals"",""slug"":""publishing/periodicals"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/periodicals""}}}","publishing/periodicals""",publishing
15000,15320,226,2629196,2629196,TRUE,TRUE,19297.9185832,128,3,39,4,1560331340,1563490800,1560861604,1.29135567,1.25965526,1563490800,Deptford Cinema's Electric Extravaganza,GB,A much needed opportunity for Deptford Cinema to upgrade its electrics for improved accessibility and a wider variety of events!,"{""id"":298,""name"":""Movie Theaters"",""slug"":""film & video/movie theaters"",""position"":11,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/movie%20theaters""}}}","film & video/movie theaters""",film & video
1500,1650,26,2595655,2595670,TRUE,FALSE,1650.0,89,4,8,1,1416031257,1424736000,1422140345,1,1,1424736015,Overland,US,"She fled her home. She crossed the border. She started a new life. Then, she lost it all.","{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
350,1918.32,79,1728000,1728000,TRUE,FALSE,1250.2924727928,37,1,49,8,1589462040,1591744722,1590016722,0.72636675,0.65176429,1591744722,Sun Summoner & Shadow King Enamel Pins (Pin&Page),AU,A set of enamel pins for book lovers.,"{""id"":1,""name"":""Art"",""slug"":""art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art""}}}","art""",art
1299,1356,28,1728000,1728001,TRUE,TRUE,1356.0,132,3,39,5,1511972504,1516565874,1514837874,1,1,1516565875,Song of the Month | A Song for February,US,"I'm writing, recording and releasing a song a month until we are funded no more. We nailed it 3 months in a row, can we do it again?","{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}","music/pop""",music
2200,4360,104,2592000,2592000,TRUE,TRUE,5706.933274,127,10,17,3,1596449441,1599311055,1596719055,1.29135567,1.30892965,1599311055,Request A Monster,GB,A compendium of weird and wonderful monsters imagined by children and brought to life by Dan Walsh during the COVID 19 lockdown,"{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
888,1053,42,1814400,1814401,TRUE,FALSE,1053.0,135,14,60,9,1367627648,1369931057,1368116657,1,1,1369931058,Indiana Drones (Material Object/Phonaut) - Indiana Drones CD,US,"First collaboration between Material Object & Phonaut, recorded Nov. 2012. Submitted to FAX but unknown whether Namlook listened to it.","{""id"":38,""name"":""Electronic Music"",""slug"":""music/electronic music"",""position"":6,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/electronic%20music""}}}","music/electronic music""",music
6200,6337.5,71,2592000,2592001,TRUE,FALSE,6337.5,26,4,38,5,1545188109,1547890391,1545298391,1,1,1547890392,Look How Quickly Everything's Changing,US,Album by Hughie Stone Fish,"{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}","music/pop""",music
500,581,50,5184000,5184000,TRUE,FALSE,639.77765516,116,7,44,4,1568223020,1595970053,1590786053,1.1753395,1.10116636,1595970053,Blüh- und Bienenwiese in der Aachener Region,DE,Wir schaffen neuen Lebensraum für Bienen & Insekten indem wir Ackerflächen in eine Blüh- und Bienenwiese verwandeln.,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}","art/public art""",art
6000,8735,114,2592000,2592000,TRUE,FALSE,8735.0,135,2,52,8,1438459009,1449071823,1446479823,1,1,1449071823,The Sweet Dreamer: A Children's Book Good for Adults,US,"An illustrated introduction to the Dreamer - the creative, wild one who reminds adults and children to play & think outside of the box!","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
1200,2985,131,2589465,2589465,TRUE,FALSE,3804.4524087,126,18,58,8,1546365420,1549576800,1546987335,1.29135567,1.27452342,1549576800,Mad Dog 2 'Secret Garden/Relapse' - Numbered & Handstamped,GB,Limited Edition Handstamped & Numbered 180 Gram Vinyl Remastered Repress of Mad Dog 2 + various bonus goodies. Only 250 copies,"{""id"":38,""name"":""Electronic Music"",""slug"":""music/electronic music"",""position"":6,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/electronic%20music""}}}","music/electronic music""",music
4147,4322,40,2592000,2592000,TRUE,FALSE,4322.0,87,2,10,1,1539439605,1556158255,1553566255,1,1,1556158255,Macchiato!,US,"You're about to be enslaved. If that's not a problem for you, feel free to ignore this.","{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}","comics/graphic novels""",comics
5000,5565,68,2592000,2592000,TRUE,FALSE,5565.0,85,1,60,6,1454261804,1464147955,1461555955,1,1,1464147955,writeHackr Magazine: Lovingly Created by Writers for Writers,US,"writeHackr is a digital magazine app for authors, bloggers, copywriters & wordsmiths.","{""id"":49,""name"":""Periodicals"",""slug"":""publishing/periodicals"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/periodicals""}}}","publishing/periodicals""",publishing
100000,888483,1181,3628800,3628800,TRUE,FALSE,114559.452059580000,105,4,48,7,1582587844,1588790694,1585161894,0.1290281,0.12893826,1588790694,"Jumpi 3 in 1 Car Jumpstarter, Vacuum & Powerbank",HK,"Be prepared for anything with Jumpi, the 3-in-1 jumpstarter + cordless vacuum + power bank car companion.","{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}","technology/gadgets""",technology
3000,3204,34,1142857,1142857,TRUE,FALSE,3204.0,109,1,26,2,1587658107,1589169540,1588026683,1,1,1589169540,Women in Windows the movie,US,A film about real-life survivors who have escaped domestic abuse reaching out to women who are still trapped.,"{""id"":11,""name"":""Film & Video"",""slug"":""film & video"",""position"":7,""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video""}}}","film & video""",film & video
1500,5655,94,1818000,1818002,TRUE,FALSE,5655.0,134,20,56,17,1477430212,1479517194,1477699194,1,1,1479517196,WAR MONSTERS! Mike Wolfer's Kaiju Comic Classic Returns!,US,The entire 11-issue run of DAIKAZU is collected for the FIRST time! 3 huge trade paperbacks! Nearly 400 pages of giant monster mayhem!,"{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}","comics/graphic novels""",comics
2500,2540,36,1996942,1996944,TRUE,FALSE,2540.0,135,4,40,11,1429657881,1432249860,1430252918,1,1,1432249862,Ralph J. Bunche Academy 2014-15 Yearbook,US,"Ralph Bunche HS students are creating a yearbook which will display their skills in photography,journalism, media creation and editing.","{""id"":49,""name"":""Periodicals"",""slug"":""publishing/periodicals"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/periodicals""}}}","publishing/periodicals""",publishing
5000,7301,88,2764800,2764800,TRUE,FALSE,5588.88439774,134,2,59,9,1505467323,1512828904,1510064104,0.72636675,0.76549574,1512828904,Paleotronic Retro-Technology Magazine + microM8 3D Emulator,AU,"With a slick magazine and an ""upcycling"" computer emulator, Paleotronic is moving retro up to the next level -- for fun and education.","{""id"":49,""name"":""Periodicals"",""slug"":""publishing/periodicals"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/periodicals""}}}","publishing/periodicals""",publishing
5074,5315.29,32,1728000,1728000,TRUE,FALSE,4097.1973221728,129,1,41,7,1538750490,1540808393,1539080393,0.75574365,0.77083232,1540808393,Kindling - A Short Film By Emma Catalfamo,CA,"Kindling is a live-action film taking the form of a series of vignettes, which chronicle a troubled mother-daughter relationship.","{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
18000,671832.160000000000,6334,2592000,2592000,TRUE,TRUE,464444.626445680000,135,13,58,9,1565129229,1595595314,1593003314,0.72636675,0.6913105,1595595314,BIGSOFTI: A portable soft-light for better photos & video.,AU,"Fits phones, tablets, laptops, cameras & more. 3 Brightness Settings x 3 Color Settings. Only 74g/2.6oz. For beginners & experts alike.","{""id"":333,""name"":""Camera Equipment"",""slug"":""technology/camera equipment"",""position"":3,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/camera%20equipment""}}}","technology/camera equipment""",technology
750,790.71,26,1562172,1562184,TRUE,FALSE,790.71,133,6,57,8,1433976950,1436720400,1435158228,1,1,1436720412,Soul Rebel Vintage's West Coast Tour with Foxes and Forks,US,Soul Rebel Vintage is hitting the road and heading west with Foxes and Fork for their pop-up shop and talk tour! Help us hit the gas!,"{""id"":279,""name"":""Places"",""slug"":""photography/places"",""position"":6,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/places""}}}","photography/places""",photography
2500,5441,74,2592000,2592000,TRUE,FALSE,5441.0,90,2,17,2,1482168587,1486910253,1484318253,1,1,1486910253,Ellia and Sunrise,US,"""Ellia and Sunrise"" is an inspirational children's book aimed at ages three through eight.","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
2500,5397,82,2592000,2592001,TRUE,FALSE,6064.51510014,95,5,14,13,1553960493,1558592402,1556000402,1.1753395,1.12368262,1558592403,CASTLEMAN TOUR,ES,Queremos recuperar y compartir la memoria del Subway Graffiti de los años setenta en Nueva York,"{""id"":323,""name"":""Academic"",""slug"":""publishing/academic"",""position"":1,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/academic""}}}","publishing/academic""",publishing
7000,7586,212,2966942,2966942,TRUE,TRUE,7586.0,135,4,42,5,1569957897,1583996340,1581029398,1,1,1583996340,"Mary Shelley Presents, the Trade Paperback",US,"Ghosts, shapechangers and ancient curses -- Mary Shelley and her creature present horror stories written by women of the Victorian era.","{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}","comics/graphic novels""",comics
7800,9421,239,2592000,2592000,TRUE,TRUE,7434.55991644,130,2,13,2,1500608491,1504879274,1502287274,0.75574365,0.78914764,1504879274,Koko the Bear,CA,This picture book is about a brown bear who's unlike any other. He tries to fit in but eventually learns to accept his uniqueness.,"{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
5478,6620,138,2592000,2592000,TRUE,FALSE,8219.599868000000,117,4,29,4,1587204410,1590732521,1588140521,1.29135567,1.2416314,1590732521,The Mermaid of Loughrigg Tarn,GB,"The Mermaid of Loughrigg Tarn; a children’s picture book, with a nature hunt and map to encourage little adventurers.","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
350,1002,65,779079,779079,TRUE,FALSE,1002.0,113,4,35,8,1580317799,1581102000,1580322921,1,1,1581102000,Make 100: Hard Enamel Peryton Pins!,US,"2 inch Hard Enamel pins, based off the Peryton, a mythical creature with the head of a deer and body of an eagle.","{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}","art/illustration""",art
4000,5532,137,2592000,2592000,TRUE,FALSE,5532.0,130,3,32,5,1538937009,1544281952,1541689952,1,1,1544281952,Your Light - A Musical Storybook,US,Jillian Aversa's heartwarming picture book with accompanying song. A baby bunny dreams of a fallen star and sets out to find it...,"{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
35000,45264.870000000000,508,1810800,1810800,TRUE,FALSE,40668.551074456200,110,1,19,3,1391882382,1395498161,1393687361,0.75574365,0.89845726,1395498161,'Consider The Lily',CA,"""Imagine a world where the columns of the temple come to life, at first stiff and then flexible and flowing …""","{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}","music/pop""",music
3000,3607,98,2851200,2851200,TRUE,FALSE,3607.0,135,2,52,2,1470280077,1486138565,1483287365,1,1,1486138565,"""Dneirf"": A children's book about a backwards friend",US,A children's book about the backwards behaviors of a boy named Otto and how with a little help he turns his day around as a true friend,"{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
8000,8000.01,23,2710139,2710139,TRUE,FALSE,8000.01,131,4,28,5,1568339256,1573545540,1570835401,1,1,1573545540,McCrorey Rd: Post Production,US,A film based on true events. McCrorey Rd will show how sexual childhood trauma affects a teenager struggling to cope with her past.,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}","film & video/shorts""",film & video
15000,22767,367,1814400,1814400,TRUE,TRUE,22767.0,91,1,34,2,1487871946,1507000478,1505186078,1,1,1507000478,Rise and Shine - a children's book,US,"A book calling to our children, and to all of us, to create change and illuminate goodness.","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
14900,14900,102,3888000,3888004,TRUE,FALSE,14900.0,134,3,20,4,1429672811,1434142400,1430254400,1,1,1434142404,The Spirit Post Book,US,"A Christmas-themed children's book that encourages kids to spread kindness year-round. Pre-order an exclusive, limited run copy today!","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
3200,3496,43,4407752,4407752,TRUE,FALSE,3496.0,135,3,34,4,1589055452,1594317600,1589909848,1,1,1594317600,Nomi & Brave Travel the Cretaceous,US,The 2nd installment of a kid's book series inspiring all kids -especially girls- to love science and exploration. Girls love dinos too!,"{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
5000,5000,66,2592000,2592000,TRUE,FALSE,5000.0,20,1,16,3,1579123218,1583330046,1580738046,1,1,1583330046,Stuck In Reality,US,A comedic web series,"{""id"":292,""name"":""Comedy"",""slug"":""film & video/comedy"",""position"":3,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/comedy""}}}","film & video/comedy""",film & video
6000,7325,73,2591969,2591969,TRUE,FALSE,7325.0,135,5,34,3,1346081379,1362071907,1359479938,1,1,1362071907,Shoreline Shapes of the Chesapeake,US,Fly around the Chesapeake Bay and enjoy these unique and thought provoking images of the natural shapes that Mother Nature has created.,"{""id"":279,""name"":""Places"",""slug"":""photography/places"",""position"":6,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/places""}}}","photography/places""",photography
11000,11001,10,2592000,2592000,TRUE,FALSE,11001.0,131,2,59,3,1530230305,1532892857,1530300857,1,1,1532892857,Rockbottom Republic - A girl's way out of the opioid crisis,US,A film following a young woman's near destruction by America's ravaging opioid crisis - reflecting modern addiction and redemption.,"{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
5500,10796,251,2592000,2592000,TRUE,FALSE,13514.680784120000,133,5,53,11,1462188184,1481041920,1478449920,1.29135567,1.25182297,1481041920,Unpublished UNCLE tales & JP Martin - Father of Uncle,GB,"Unpublished Uncle stories from JP Martin, published in a lavishly produced book also containing his biography and many illustrations!","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
600,1038,50,1296000,1296000,TRUE,FALSE,1038.0,132,3,31,4,1390073654,1391827764,1390531764,1,1,1391827764,One Year of Polymer Letterpress,US,Helping the maker of a 17-year-old letterpress zine push though the toddler years with polymer plates instead of hand-set lead type.,"{""id"":349,""name"":""Letterpress"",""slug"":""publishing/letterpress"",""position"":7,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/letterpress""}}}","publishing/letterpress""",publishing
200,245,21,2160000,2160001,TRUE,FALSE,303.098908,44,1,29,5,1572854241,1588162650,1586002650,1.29135567,1.2371384,1588162651,Best Fur MaMa Hard enamel pin,GB,Hard enamel pins for all the best fur mama's,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}","art/illustration""",art
500000,549309,12,2595745,2595745,TRUE,FALSE,5071.73154537,135,18,43,3,1570934910,1573786440,1571190695,0.00951863,0.00923293,1573786440,Horror Film with award-winning Movie script,JP,"""Woman in the Chair"" is a feature to be shot in Tokyo, Japan.  Winner of ""Best Horror Screenplay"" in 2019 LA Horror and Crime Film Fest","{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}","film & video/horror""",film & video
3000,3000,14,1724400,1724401,TRUE,FALSE,2142.95511,135,6,27,3,1487971553,1490236028,1488511628,0.66873976,0.71431837,1490236029,Cyclorama Studio Relocation,NZ,Very few Cyclorama's exist in New Zealand and this one is being dismantled. I want to move it to Wanganui and add to the big arts scene,"{""id"":279,""name"":""Places"",""slug"":""photography/places"",""position"":6,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/places""}}}","photography/places""",photography
1500,1630,19,3807629,3807629,TRUE,FALSE,1630.0,87,1,24,4,1560188938,1566273540,1562465911,1,1,1566273540,Of Things Loved and Lost,US,"A thesis film about hope, forgiveness, and that the path to redemption starts with you.","{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
1200,1907.35,54,1468800,1468800,TRUE,FALSE,1907.35,132,7,35,28,1363253111,1365188903,1363720103,1,1,1365188903,JUNIUS FREY: NEW EP AND MUSIC VIDEO,US,"Fund the future of pop music. Electropop prince, Junius Frey, is recording a new EP and shooting a music video. Support the dream. ♡","{""id"":38,""name"":""Electronic Music"",""slug"":""music/electronic music"",""position"":6,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/electronic%20music""}}}","music/electronic music""",music
850,881,22,5184000,5184001,TRUE,FALSE,940.8151426,40,1,8,1,1490980733,1496515525,1491331525,1.1753395,1.0678946,1496515526,The cave,ES,Have you ever imagined how art was born?,"{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
75,179,6,5180400,5180400,TRUE,FALSE,179.0,91,3,15,3,1575659410,1586187095,1581006695,1,1,1586187095,What She Needed,US,A lonely 17-year-old girl struggles to find a stable connection with the people around her.,"{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}","film & video/narrative film""",film & video
13000,497346,1824,4320000,4320000,TRUE,FALSE,64151.909547540000,112,6,40,4,1586226834,1594915746,1590595746,0.1290281,0.12898849,1594915746,Just One Second! So easy to wrap cables!,HK,"Magnetic, flexible, fit for all cables. The best organizing solution with adorable animal shapes. FREE shipping!","{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}","technology/gadgets""",technology
4500,4593,35,2721006,2721006,TRUE,FALSE,4593.0,83,3,38,6,1595973144,1598943540,1596222534,1,1,1598943540,Only Your Stars! Enamel Pin Collection,US,An enamel pin set inspired by each of the fourteen idol units from Ensemble Stars!!,"{""id"":1,""name"":""Art"",""slug"":""art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art""}}}","art""",art
500,732,23,2592000,2592000,TRUE,FALSE,732.0,78,1,34,5,1501905854,1506299844,1503707844,1,1,1506299844,Celestial Pulse: Printing 5 Issues,US,Vesenia is printing her five issue... but needs your help to make it possible!,"{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}","comics/graphic novels""",comics
2000,4078,146,5184000,5184000,TRUE,FALSE,4078.0,100,1,33,9,1478844356,1484033976,1478849976,1,1,1484033976,A Normal Turtle (LGBT Kid's Book),US,"A colorful, charming children's story that teaches tolerance of others and acceptance of one's self.","{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
10000,12558,355,5184000,5184000,TRUE,FALSE,16375.315287240000,81,3,30,25,1553629253,1562146785,1556962785,1.29135567,1.30397478,1562146785,STINGER - SPECIAL EDITION BOOK,GB,“Stinger” a special edition illustrated children's book Inspired by Quadrophenia.,"{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
